alu	?Are?are
ttk	Totoro
tqu	Touo
neb	Toura
ttn	Towei
mul	Translingual
rmd	Traveller Danish
rmg	Traveller Norwegian
trl	Traveller Scottish
trm	Tregami
tme	Trememb?
stg	Trieng
tip	Trimuris
tgq	Tring
trx	Tringgus
lst	Trinidad and Tobago Sign Language
trf	Trinidadian Creole English
trn	Trinitario
tri	Tri?
tka	Truk?
tpy	Trumai
tsl	Ts'?n-Lao
tsa	Tsaangi
tkr	Tsakhur
tsd	Tsakonian
kvz	Tsakwambo
tsb	Tsamai
huq	Tsat
tsk	Tseku
txc	Tsetsaut
ddo	Tsez
tsj	Tshangla
lua	Tshiluba
kdl	Tsikimba
cas	Tsiman?
tsi	Tsimshian
tsw	Tsishingini
ldp	Tso
hio	Tsoa
tsv	Tsogo
ts	Tsonga
fly	Tsotsitaal
tsu	Tsou
ttz	Tsum
tvd	Tsuvadi
tsh	Tsuvan
tsc	Tswa
tn	Tswana
two	Tswapong
pmt	Tuamotuan
tbu	Tubar
tub	T?batulabal
tuo	Tucano
tuy	Tugen
tzn	Tugun
tuj	Tugutil
khc	Tukang Besi North
bhq	Tukang Besi South
bag	Tuki
tpq	Tukpa
tkd	Tukudede
tkf	Tukumanf?d
tul	Tula
tlu	Tulehu
tey	Tulishi
tcy	Tulu
rak	Tulu-Bohuai
iou	Tuma-Irumu
tmc	Tumak
tum	Tumbuka
kku	Tumi
tmq	Tumleo
xtq	Tumshuqese
tbr	Tumtum
sil	Tumulung Sisaala
mzb	Tumzabt
enh	Tundra Enets
tvu	Tunen
lcm	Tungag
trt	Tunggare
tug	Tunia
tun	Tunica
aeb	Tunisian Arabic
tse	Tunisian Sign Language
tjg	Tunjung
tqq	Tunni
dza	Tunzu
ttf	Tuotomb
tpr	Tupar?
tpn	Tupinamb?
tpk	Tupinikin
tui	Tupuri
trh	Turaka
trd	Turi
twt	Turiw?ra
tuz	Turka
tuv	Turkana
klj	Turkic Khalaj
tr	Turkish
tsm	Turkish Sign Language
tk	Turkmen
tch	Turks And Caicos Creole English
tru	Turoyo
tqm	Turumsa
try	Turung
tus	Tuscarora
tta	Tutelo
ttg	Tutong
tvt	Tutsa Naga
tmi	Tutuba
mtu	Tututepec Mixtec
tuu	Tututni
tvl	Tuvaluan
tyv	Tuvan
ifk	Tuwali Ifugao
tww	Tuwari
bov	Tuwuli
tud	Tux?
tux	Tuxin?wa
tue	Tuyuca
twa	Twana
twn	Twendi
tw	Twi
kcg	Tyap
woa	Tyaraity
tzj	Tz'utujil
tzh	Tzeltal
tzo	Tzotzil
uuu	U
aoz	Uab Meto
uam	Uamu?
ksj	Uare
byc	Ubaghara
uba	Ubang
ubi	Ubi
ubr	Ubir
uby	Ubykh
cpb	Ucayali-Yur?a Ash?ninka
uda	Uda
udi	Udi
ude	Udihe
udm	Udmurt
udu	Uduk
ufi	Ufim
ugn	Ugandan Sign Language
uga	Ugaritic
uge	Ughele
ugo	Ugong
uha	Uhami
uis	Uisai
udj	Ujir
kcf	Ukaan
ukh	Ukhwejo
umi	Ukit
ukp	Ukpe-Bayobiri
akd	Ukpet-Ehom
uk	Ukrainian
ukl	Ukrainian Sign Language
uku	Ukue
ukg	Ukuriguma
ukq	Ukwa
ukw	Ukwuani-Aboh-Ndoni
svb	Ulau-Suain
ulc	Ulch
udl	Uldeme
uli	Ulithian
ull	Ullatan
ulb	Ulukwumi
ulm	Ulumanda'
ulw	Ulwa
ppk	Uma
xky	Uma' Lasan
ulu	Uma' Lung
gdn	Umanakaina
uma	Umatilla
umd	Umbindhamu
xum	Umbrian
ubu	Umbu-Ungu
umr	Umbugarla
umb	Umbundu
umg	Umbuygamu
sju	Ume Sami
upi	Umeda
due	Umiray Dumaget Agta
umm	Umon
umo	Umot?na
ump	Umpila
mtg	Una
unm	Unami
art-una	Unas
unz	Unde Kaili
und	Undetermined
bbn	Uneapa
une	Uneme
xgu	Unggumi
uln	Unserdeutsch
onu	Unua
unu	Unubahe
uok	Uokha
cjh	Upper Chehalis
dna	Upper Grand Valley Dani
pov	Upper Guinea Crioulo
dmg	Upper Kinabatangan
kuu	Upper Kuskokwim
tku	Upper Necaxa Totonac
sxu	Upper Saxon
hsb	Upper Sorbian
tth	Upper Ta'oih
tau	Upper Tanana
tov	Upper Taromi
xup	Upper Umpqua
uro	Ura (New Guinea)
uur	Ura (Vanuatu)
urf	Uradhi
urk	Urak Lawoi'
url	Urali
urm	Urapmin
ura	Urarina
xur	Urartian
urt	Urat
ur	Urdu
urh	Urhobo
uvh	Uri
urg	Urigina
uri	Urim
urx	Urimo
upv	Uripiv-Wala-Rano-Atchin
urc	Urningangg
ure	Uru
urz	Uru-Eu-Wau-Wau
urp	Uru-Pa-In
urn	Uruangnirin
urv	Uruava
urb	Urub?-Kaapor
ugy	Uruguayan Sign Language
uum	Urum
uru	Urumi
usk	Usaghade
wnu	Usan
usa	Usarufa
ush	Ushojo
cuc	Usila Chinantec
usp	Uspanteco
usi	Usui
omo	Utarmbung
ute	Ute
utu	Utu
evh	Uvbie
usu	Uya
duk	Uyajitaya
ug	Uyghur
uz	Uzbek
auz	Uzbeki Arabic
eze	Uzekwe
vaa	Vaagri Booli
vaf	Vafsi
bij	Vaghat-Ya-Bijim-Legeri
vgr	Vaghri
tva	Vaghua
vag	Vagla
vai	Vai
vap	Vaiphei
vae	Vale
vsv	Valencian Sign Language
cvn	Valle Nacional Chinantec
vmv	Valley Maidu
van	Valman
vlp	Valpei
mkt	Vamale
mlr	Vame
xvn	Vandalic
mpr	Vangunu
vam	Vanimo
vau	Vanuma
vao	Vao
vah	Varhadi-Nagpuri
vrs	Varisi
vav	Varli
vas	Vasavi
vaj	Vasekela Bushman
vay	Vayu
ved	Veddah
val	Vehes
vem	Vemgo-Mabas
ve	Venda
vec	Venetian
xve	Venetic
vsl	Venezuelan Sign Language
veo	Venture?o
vep	Veps
vra	Vera'a
xvs	Vestinian
vid	Vidunda
vig	Viemo
vi	Vietnamese
wym	Vilamovian
vil	Vilela
vif	Vili
dyg	Villa Viciosa Agta
svc	Vincentian Creole English
vin	Vinza
vic	Virgin Islands Creole
vis	Vishavan
vit	Viti
vto	Vitou
gev	Viya
rmy	Vlax Romani
vo	Volap?k
xvo	Volscian
kch	Vono
vor	Voro
vro	V?ro
vot	Votic
vum	Vumbu
vnp	Vunapu
vun	Vunjo
msn	Vur?s
vut	Vute
wbm	Wa
wag	Wa'ema
wwa	Waama
wmn	Waamwang
ssn	Waata
wab	Wab
wbb	Wabo
kmx	Waboda
wci	Waci Gbe
wdg	Wadaginam
wbq	Waddar
xwd	Wadi Wadi
kxp	Wadiyara Koli
wdy	Wadjabangayi
wdj	Wadjiginy
wdu	Wadjigu
wrx	Wae Rana
waj	Waffa
wgb	Wagawaga
wga	Wagaya
wbr	Wagdi
waq	Wageman
fad	Wagi
whu	Wahau Kayan
whk	Wahau Kenyah
wgi	Wahgi
wbk	Waigali
wgo	Waigeo
wlk	Wailaki
wlr	Wailapa
wmh	Waima'a
bao	Waimaha
atr	Waimiri-Atroari
wli	Waioli
waw	Waiwai
wja	Waja
wbv	Wajarri
xwj	Wajuk
wav	Waka
wkw	Wakawaka
wbl	Wakhi
waf	Wakon?
lgl	Wala
wlw	Walak
wal	Walamo
nlw	Walangama
wlx	Wali (Ghana)
wll	Wali (Sudan)
wly	Waling
wla	Walio
waa	Walla Walla
wls	Wallisian
wa	Walloon
wmt	Walmajarri
dwl	Walo Kumbe Dogon
wae	Walser German
ola	Walungge
wmo	Wam
wmc	Wamas
wmb	Wambaya
wms	Wambon
wme	Wambule
cou	Wamey
wmi	Wamin
lbq	Wampar
waz	Wampur
wan	Wan
wnb	Wanambre
wnp	Wanap
nnp	Wancho
wbh	Wanda
mfi	Wandala
wad	Wandamen
wnd	Wandarang
wdd	Wandji
hwa	Wan?
wne	Waneci
wyb	Wangaaybuwan-Ngiyambaa
wnm	Wanggamala
wgg	Wangganguru
wng	Wanggom
wky	Wangkayutyuru
xwk	Wangkumara
wbi	Wanji
wbt	Wanman
jub	Wannu
wno	Wano
wnc	Wantoat
wnk	Wanukaka
wny	Wanyi
juk	Wapan
juw	W?pha
wap	Wapishana
wao	Wappo
aml	War-Jaintia
wbf	Wara
tci	W?ra
wba	Warao
wra	Warapu
wrz	Waray
srv	Waray Sorsogon
war	Waray-Waray
wrr	Wardaman
wxw	Wardandi
wrd	Warduji
gae	Warekena
wsa	Warembori
wai	Wares
pav	Wari'
wrs	Waris
wbe	Waritai
wri	Wariyangga
wji	Warji
bgv	Warkay-Bipim
wrl	Warlmanpa
wbp	Warlpiri
wrb	Warluwara
wrn	Warnang
wrp	Waropen
wgy	Warrgamay
wwr	Warrwa
wru	Waru
wrm	Warumungu
wrv	Waruna
wrg	Warungu
hrw	Warwar Feni
wss	Wasa
wac	Wasco-Wishram
gsp	Wasembo
was	Washo
wsk	Waskia
hus	Wastek
wsu	Wasu
wtk	Watakataui
wax	Watam
wth	Wathaurong
wtf	Watiwa
wah	Watubela
kop	Waube
wau	Wauja
wuy	Wauyai
www	Wawa
wow	Wawonii
wxa	Waxianghua
oym	Wayampi
way	Wayana
ctt	Wayanad Chetti
wyr	Wayor?
guc	Wayuu
wob	W? Northern
gxx	W? Southern
wec	W? Western
wed	Wedau
weh	Weh
weu	Welaung
klh	Weliki
cy	Welsh
rmw	Welsh Romani
weo	Wemale
xww	Wemba-Wemba
wem	Weme Gbe
wer	Weri
kvw	Wersing
fbl	West Albay Bikol
nnd	West Ambae
zbw	West Berawan
bbp	West Central Banda
bdr	West Coast Bajau
drn	West Damar
vls	West Flemish
fy	West Frisian
kew	West Kewa
lmj	West Lembata
mqs	West Makian
mss	West Masela
txn	West Tarangan
uve	West Uvean
lia	West-Central Limba
apw	Western Apache
are	Western Arrernte
bgn	Western Balochi
gnw	Western Bolivian Guaran?
brv	Western Bru
mbb	Western Bukidnon Manobo
ikt	Western Canadian Inuktitut
cja	Western Cham
dnw	Western Dani
azn	Western Durango Nahuatl
wyy	Western Fijian
gvr	Western Gurung
ctp	Western Highland Chatino
nhw	Western Huasteca Nahuatl
jmx	Western Juxtlahuaca Mixtec
knj	Western Kanjobal
kza	Western Karaboro
kuf	Western Katu
kyu	Western Kayah
kjq	Western Keres
krw	Western Krahn
ywl	Western Lalu
lcp	Western Lawa
mrd	Western Magar
mlq	Western Maninkakan
mrj	Western Mari
hmw	Western Mashan Hmong
raf	Western Meohang
mut	Western Muria
amw	Western Neo-Aramaic
ojw	Western Ojibwa
pnb	Western Panjabi
pne	Western Penan
pwo	Western Pwo
ssl	Western Sisaala
suc	Western Subanon
tdg	Western Tamang
twb	Western Tawbuid
tqt	Western Totonac
tnb	Western Tunebo
mmr	Western Xiangxi Miao
xwl	Western Xwla Gbe
ybe	Western Yugur
wea	Wewaw
wew	Weyewa
woy	Weyto
giw	White Gelao
mww	White Hmong
lwh	White Lachi
tnp	Whitesands
tua	Wiarumus
mzh	Wich? Lhamt?s G?isnay
mtp	Wich? Lhamt?s Nocten
wlv	Wich? Lhamt?s Vejoz
wic	Wichita
wie	Wik-Epa
wij	Wik-Iiyanh
wif	Wik-Keyangan
wih	Wik-Me'anha
wim	Wik-Mungkan
wig	Wik-Ngathana
wik	Wikalkan
wua	Wikngenchera
wil	Wilawila
win	Winnebago
wnw	Wintu
kst	Winy?
gdr	Wipi
wrh	Wiradhuri
wir	Wiraf?d
wgu	Wirangu
wiu	Wiru
wiy	Wiyot
xwc	Woccon
wog	Wogamusin
woc	Wogeo
wbw	Woi
wyi	Woiwurrung
jod	Wojenaka
wle	Wolane
wod	Wolani
woe	Woleaian
wlo	Wolio
wo	Wolof
wmx	Womo
won	Wongo
cwd	Woods Cree
wor	Woria
kda	Worimi
jud	Worodougou
wro	Worora
wsv	Wotapuri-Katarqalai
wtw	Wotu
noa	Woun Meu
xwo	Written Oirat
wuu	Wu
wud	Wudu
wlu	Wuliwuli
wux	Wulna
bqm	Wumboko
wum	Wumbvu
ywu	Wumeng Nasu
bwn	Wunai Bunu
wub	Wunambal
wur	Wurrugu
yig	Wusa Nasu
bse	Wushi
wsi	Wusi
wut	Wutung
wuh	Wutunhua
wuv	Wuvulu-Aua
wya	Wyandot
zax	Xadani Zapotec
xkr	Xakriab?
xan	Xamtanga
ztg	Xanagu?a Zapotec
ane	X?r?c??
axx	Xaragure
xav	Xavante
xer	Xer?nte
xet	Xet?
xh	Xhosa
hsn	Xiang
sjo	Xibe
too	Xicotepec De Ju?rez Totonac
xin	Xinca
asn	Xing? Asurin?
xiy	Xipaya
xip	Xipin?wa
xii	Xiri
xir	Xiri?na
ywt	Xishanba Lalo
xok	Xokleng
xoo	Xukur?
xwe	Xwela Gbe
iyx	Yaa
muu	Yaaku
ybn	Yaba?na
yar	Yabarana
ybm	Yaben
ybo	Yabong
ekr	Yace
rys	Yaeyama
wfg	Yafi
yxg	Yagara
ygr	Yagaria
yai	Yagnobi
ygm	Yagomi
yad	Yagua
ygw	Yagwoia
ner	Yahadian
rhp	Yahang
ynu	Yahuna
axk	Yaka
ykk	Yakaikeke
yka	Yakan
yak	Yakima
ybh	Yakkha
yky	Yakoma
sah	Yakut
yba	Yala
jal	Yalahatan
xyl	Yalakalore
zpu	Yal?lag Zapotec
ylr	Yalarnnga
nce	Yale
ylb	Yaleba
yal	Yalunka
yag	Y?mana
ymp	Yamap
yam	Yamba
ymb	Yambes
yat	Yambeta
jmd	Yamdena
yme	Yameo
tao	Yami
yaa	Yaminahua
ymg	Yamongeri
yma	Yamphe
ybi	Yamphu
jay	Yan-nhangu
ynn	Yana
yda	Yanda
dym	Yanda Dom Dogon
xyb	Yandjibara
ynd	Yandruwandha
ame	Yanesha'
zyg	Yang Zhuang
yav	Yangben
ynh	Yangho
bsx	Yangkam
jng	Yangman
yng	Yango
ynl	Yangulam
yde	Yangum Dey
ygl	Yangum Gel
ymo	Yangum Mon
kdd	Yankunytjatjara
wca	Yanom?mi
guu	Yanomam?
yns	Yansi
jao	Yanyuwa
yao	Yao
asy	Yaosakor Asmat
yre	Yaour?
yap	Yapese
yev	Yapunda
jaq	Yaqay
yaq	Yaqui
yrw	Yarawata
yrb	Yareba
zae	Yareni Zapotec
yri	Yar?
yxl	Yarli
yry	Yarluyandi
yrs	Yarsun
yko	Yasa
ysc	Yassic
yty	Yatay
zty	Yatee Zapotec
zav	Yatzachi Zapotec
yla	Yaul
yax	Yauma
jau	Yaur
zpb	Yautepec Zapotec
yvt	Yavitero
yva	Yawa
yaw	Yawalapit?
ywn	Yawanawa
yww	Yawarawarga
yby	Yaweyuha
ybx	Yawiyo
ywr	Yawuru
pcc	Yay
xya	Yaygir
yah	Yazgulyam
tlc	Yecuatla Totonac
jei	Yei
ets	Yekhee
ykr	Yekora
yel	Yela
yle	Yele
jel	Yelmek
ylg	Yelogu
ybb	Yemba
jnj	Yemsa
yen	Yendang
yei	Yeni
yec	Yeniche
yra	Yerakai
gop	Yeretuar
yrn	Yerong
yeu	Yerukula
yes	Yeskwa
yss	Yessan-Mayo
yet	Yetfa
yej	Yevanic
yey	Yeyi
yi	Yiddish
yds	Yiddish Sign Language
ydg	Yidgha
yii	Yidiny
yll	Yil
yee	Yimas
yim	Yimchungru Naga
kvu	Yinbaw Karen
yin	Yinchia
yij	Yindjibarndi
yil	Yindjilandji
pib	Yine
yia	Yinggarda
ywg	Yinhawangka
ygi	Yiningayi
kvy	Yintale Karen
yxm	Yinwum
yiy	Yir-Yoront
ljw	Yirandali
yis	Yis
xth	Yitha Yitha
yob	Yoba
gud	Yocobou? Dida
yog	Yogad
ydk	Yoidik
yki	Yoke
yok	Yokuts
yol	Yola
ygs	Yolngu Sign Language
xty	Yoloxochitl Mixtec
pil	Yom
yom	Yombe
yoi	Yonaguni
yno	Yong
zyb	Yongbei Zhuang
yon	Yongkom
zyn	Yongnan Zhuang
yut	Yopno
mts	Yora
yox	Yoron
yo	Yoruba
yos	Yos
mpm	Yosond?a Mixtec
zyj	Youjiang Zhuang
jiu	Youle Jinuo
buh	Younuo Bunu
ytw	Yout Wam
yoy	Yoy
nua	Yuaga
yua	Yucatec Maya
msd	Yucatec Maya Sign Language
yuc	Yuchi
mvg	Yucua?e Mixtec
ycn	Yucuna
yug	Yug
yub	Yugambal
ysl	Yugoslavian Sign Language
ygu	Yugul
yab	Yuhup
yuk	Yuki
yup	Yukpa
ybl	Yukuben
yul	Yulu
esu	Yup'ik
yuq	Yuqui
yuz	Yuracare
yur	Yurok
ljx	Yuru
yui	Yurut?
mab	Yutanduchi Mixtec
yau	Yuwana
yxu	Yuyu
ztx	Zaachila Zapotec
kji	Zabana
ctz	Zacatepec Chatino
nhi	Zacatl?n-Ahuacatl?n-Tepetzintla Nahuatl
zag	Zaghawa
atb	Zaiwa
zkr	Zakhring
zsl	Zambian Sign Language
cbk-zam	Zamboanga Chavacano
zna	Zan Gula
zak	Zanaki
zne	Zande
zau	Zangskari
zah	Zangwal
zpw	Zaniza Zapotec
zro	Z?paro
zap	Zapotec
zaj	Zaramo
zaz	Zari
dje	Zarma
zrp	Zarphatic
zal	Zauzou
zwa	Zay
kxk	Zayein Karen
zay	Zayse-Zergulla
zza	Zazaki
jaj	Zazao
zea	Zealandic
zua	Zeem
dhm	Zemba
nzm	Zeme Naga
xzm	Zemgalian
zeg	Zenag
zen	Zenaga
czn	Zenzontepec Chatino
zhb	Zhaba
xzh	Zhang-Zhung
zhi	Zhire
zhw	Zhoa
za	Zhuang
zia	Zia
zil	Zialo
ziw	Zigula
zik	Zimakani
zmb	Zimba
zib	Zimbabwe Sign Language
zin	Zinza
sih	Zire
zrn	Zirenkel
zir	Ziriya
ziz	Zizilivakan
pto	Zo'?
yzk	Zokhuo
zpq	Zoogocho Zapotec
gbz	Zoroastrian Dari
czt	Zotung Chin
zom	Zou
gnd	Zulgo-Gemzek
zu	Zulu
zuy	Zumaya
jmb	Zumbun
zun	Zuni
zzj	Zuojiang Zhuang
zyp	Zyphe
xam	?Xam
hnh	?Ani
gnk	?Gana
xeg	?Xegwi
huc	?Hoan
aue	?Kx?au??ein
khi-kun	?Kung
nmn	?X??
